res_id,ability,age,educyears,isfarmer,yearsfarming,yearsmanagingfarm,outsidewage,worriedaboutcropprices,worriedaboutcropyields
2471,57,45,4,Yes,30,20,100000,Sometimes,All the time
2472,60,48,7,Yes,32,19,9999999999,Not at all,Sometimes
2473,45,42,7,Yes,25,18,9999999999,All the time,All the time
2474,66,40,,Yes,20,18,9999999999,All the time,Sometimes
2475,76,53,,Yes,34,12,2000000,All the time,Sometimes
2476,63,30,7,Yes,7,5,7000000,Sometimes,Sometimes
2477,55,33,7,Yes,22,7,9999999999,Sometimes,All the time
2478,52,30,7,Yes,10,8,20000,All the time,All the time
2479,61,30,7,Yes,11,9,9999999999,Sometimes,Sometimes
2480,70,45,12,Yes,23,5,470000,Not at all,Sometimes
2481,56,40,7,Yes,26,20,9999999999,Sometimes,Sometimes
2482,62,30,7,Yes,18,12,2160000,Not at all,Sometimes
2483,69,46,4,Yes,30,25,9999999999,All the time,Sometimes
2484,64,38,7,Yes,28,15,50000,All the time,Not at all
2485,43,31,7,Yes,15,10,9999999999,All the time,Sometimes
2486,65,35,7,Yes,18,18,1800000,Sometimes,Sometimes
2487,71,45,4,Yes,30,13,9999999999,Sometimes,Not at all
2488,50,35,7,Yes,20,11,9999999999,Sometimes,Sometimes
2489,71,45,4,Yes,33,27,9999999999,All the time,Not at all
2490,44,30,7,Yes,18,12,9999999999,All the time,Sometimes
2491,61,40,7,Yes,27,20,9999999999,All the time,All the time
2492,73,30,4,Yes,37,30,9999999999,All the time,Sometimes
2493,58,37,7,Yes,20,14,9999999999,Sometimes,Sometimes
2494,68,35,7,Yes,22,18,1750000,Sometimes,Sometimes
2495,71,42,7,Yes,30,23,9999999999,Not at all,Sometimes
2496,59,50,7,Yes,38,30,9999999999,All the time,Sometimes
2497,66,44,7,Yes,30,21,9999999999,Sometimes,Sometimes
2498,61,45,5,Yes,30,23,9999999999,All the time,Sometimes
2499,67,33,7,Yes,20,14,4000000,Sometimes,Sometimes
2500,58,38,7,Yes,25,8,9999999999,Sometimes,Sometimes
2501,69,50,7,Yes,25,20,8400000,Sometimes,All the time
2502,72,53,7,Yes,30,21,2500000,Sometimes,Sometimes
2503,48,50,7,Yes,33,30,9999999999,Sometimes,Sometimes
2504,72,45,,Yes,30,24,9999999999,Sometimes,Sometimes
2505,46,75,,Yes,50,30,9999999999,Sometimes,All the time
2506,62,22,7,Yes,8,1,500000,All the time,Sometimes
2507,48,84,7,Yes,70,64,9999999999,Sometimes,Sometimes
2508,46,84,4,Yes,70,68,9999999999,Sometimes,Sometimes
2509,65,35,7,Yes,23,20,1230000,Sometimes,Sometimes
2510,66,40,7,Yes,29,20,9999999999,Sometimes,All the time
2511,57,55,4,Yes,40,34,9999999999,Sometimes,Sometimes
2512,68,40,7,Yes,30,21,800000,All the time,Sometimes
2513,74,39,7,Yes,26,20,2130000,Sometimes,Sometimes
2514,54,41,7,Yes,22,15,9999999999,Sometimes,Sometimes
2515,69,50,7,Yes,35,20,9999999999,All the time,Sometimes
2516,60,44,,Yes,37,25,9999999999,Sometimes,Sometimes
2517,47,38,7,Yes,29,25,144000,All the time,Sometimes
2518,65,45,7,Yes,30,15,9999999999,Sometimes,Sometimes
2519,62,50,4,Yes,40,20,1000000,All the time,Sometimes
2520,45,58,4,Yes,40,35,9999999999,Sometimes,Sometimes
2521,45,30,7,Yes,20,15,9999999999,All the time,All the time
2522,48,35,4,Yes,20,17,9999999999,Sometimes,Sometimes
2523,46,35,7,Yes,19,19,9999999999,Sometimes,Sometimes
2524,49,36,7,Yes,20,10,9999999999,All the time,All the time
2525,82,47,7,Yes,32,25,600000,All the time,All the time
2526,45,32,7,Yes,20,8,9999999999,All the time,Not at all
2527,67,52,7,Yes,45,29,400000,Not at all,All the time
2528,63,50,7,Yes,38,22,9999999999,All the time,Not at all
2529,51,70,,Yes,3,3,500000,Not at all,All the time
2530,64,37,12,Yes,30,20,24000000,Sometimes,Sometimes
2531,44,42,7,Yes,32,28,9999999999,Sometimes,Sometimes
2532,38,63,7,Yes,10,10,9999999999,Sometimes,Sometimes
2533,56,30,7,Yes,18,8,9999999999,All the time,All the time
2534,54,30,7,Yes,9,6,9999999999,All the time,All the time
2535,57,50,,Yes,42,30,9999999999,Sometimes,Sometimes
2536,34,69,4,Yes,55,50,9999999999,Sometimes,Sometimes
2537,51,68,7,Yes,45,35,9999999999,Sometimes,Sometimes
2538,65,53,13,Yes,40,20,9999999999,Sometimes,Sometimes
2539,70,50,7,Yes,20,9,720000,Not at all,All the time
2540,68,32,7,Yes,25,17,2300000,All the time,All the time
2541,57,44,7,Yes,29,29,9999999999,Sometimes,All the time
2542,54,32,7,Yes,20,12,9999999999,All the time,Sometimes
2543,57,28,7,Yes,15,12,6000000,Sometimes,Sometimes
2544,76,36,5,Yes,14,10,9999999999,Sometimes,Sometimes
2545,68,45,7,Yes,26,22,500000,Sometimes,Sometimes
2546,74,48,7,Yes,8,5,1000000,Sometimes,Sometimes
2547,40,85,,Yes,43,30,9999999999,Not at all,Sometimes
2548,40,71,3,Yes,45,41,9999999999,All the time,Sometimes
2549,50,45,7,Yes,11,11,120000,Sometimes,Sometimes
2550,54,50,3,Yes,40,35,9999999999,All the time,All the time
2551,64,25,7,Yes,20,15,1500000,All the time,Sometimes
2552,58,39,7,Yes,36,15,9999999999,All the time,Sometimes
2553,46,35,7,Yes,28,17,9999999999,All the time,Sometimes
2554,46,23,7,Yes,10,5,9999999999,Sometimes,Sometimes
2555,63,41,7,Yes,12,8,9999999999,Sometimes,Sometimes
2556,43,30,7,Yes,20,14,9999999999,All the time,Not at all
2557,37,59,6,Yes,43,40,9999999999,Sometimes,Sometimes
2558,61,52,11,Yes,40,6,9999999999,Sometimes,Sometimes
2559,47,70,5,Yes,13,13,9999999999,Sometimes,All the time
2560,65,45,7,Yes,40,25,9999999999,Not at all,All the time
2561,63,45,7,Yes,35,21,9999999999,Sometimes,Sometimes
2562,65,31,7,Yes,20,15,2000000,Sometimes,Sometimes
2563,66,50,7,Yes,40,25,9999999999,Sometimes,Sometimes
2564,69,50,7,Yes,45,30,2000000,All the time,Sometimes
2565,44,62,7,Yes,49,40,9999999999,All the time,All the time
2566,64,42,8,Yes,30,22,9999999999,All the time,Sometimes
2567,70,61,7,Yes,50,35,1500000,Not at all,Not at all
2568,72,41,7,Yes,30,15,9999999999,Sometimes,All the time
2569,61,63,,Yes,55,40,9999999999,Sometimes,Sometimes
2570,47,62,8,Yes,25,25,9999999999,All the time,All the time
2571,76,43,4,Yes,30,28,1800000,Sometimes,All the time
2572,60,28,7,Yes,19,10,100000,Sometimes,Sometimes
2573,60,53,7,Yes,44,29,3600000,Sometimes,Sometimes
2574,55,37,7,Yes,23,20,9999999999,All the time,Sometimes
2575,68,55,7,Yes,43,33,720000,Sometimes,All the time
2576,62,52,7,Yes,38,20,5000000,All the time,Sometimes
2577,62,40,7,Yes,24,14,1800000,All the time,All the time
2578,64,55,7,Yes,43,26,1200000,All the time,Sometimes
2579,48,34,7,Yes,21,21,9999999999,Sometimes,Sometimes
2580,36,65,,Yes,40,25,620000,Not at all,All the time
2581,66,37,7,Yes,20,10,720000,All the time,All the time
2582,35,65,3,Yes,60,60,9999999999,Sometimes,Sometimes
2583,50,38,7,Yes,22,18,9999999999,All the time,All the time
2584,48,55,7,Yes,43,40,9999999999,All the time,Sometimes
2585,56,40,7,Yes,28,20,9999999999,All the time,All the time
2586,50,37,7,Yes,30,15,9999999999,All the time,Sometimes
2587,45,30,7,Yes,18,18,9999999999,All the time,Sometimes
2588,37,71,4,Yes,62,48,9999999999,All the time,Sometimes
2589,62,50,7,Yes,40,38,9999999999,Sometimes,Sometimes
2590,46,24,1,Yes,16,10,9999999999,Sometimes,Sometimes
2591,48,47,7,Yes,31,20,1800000,Sometimes,All the time
2592,55,65,,Yes,40,30,9999999999,Not at all,Sometimes
2593,62,51,7,Yes,25,9,9999999999,Not at all,All the time
2594,72,48,7,Yes,12,7,1000000,Not at all,All the time
2595,56,48,7,Yes,20,7,9999999999,Not at all,All the time
2596,62,42,7,Yes,20,12,500000,Not at all,All the time
2597,56,50,7,Yes,30,25,9999999999,All the time,All the time
2598,54,40,7,Yes,35,30,9999999999,Not at all,Not at all
2599,51,33,7,Yes,20,15,9999999999,Sometimes,All the time
2600,56,47,7,Yes,30,20,9999999999,Sometimes,Sometimes
2601,57,46,7,Yes,32,15,9999999999,Sometimes,Sometimes
2602,37,69,4,Yes,53,45,9999999999,Not mentioned,All the time
2603,60,83,10,Yes,60,50,450000,Sometimes,Not at all
2604,43,50,4,Yes,40,34,9999999999,All the time,Sometimes
2605,55,30,7,Yes,22,15,9999999999,Sometimes,Sometimes
2606,46,43,7,Yes,30,28,9999999999,Sometimes,Sometimes
2607,57,33,7,Yes,21,10,1500000,Sometimes,Sometimes
2608,71,38,7,Yes,23,17,5000000,Sometimes,All the time
2609,61,50,7,Yes,40,33,15000000,Sometimes,Sometimes
2610,63,49,11,Yes,24,18,5000000,All the time,Sometimes
2611,59,38,11,Yes,35,23,2400000,Sometimes,Sometimes
2612,57,28,7,Yes,5,1,9999999999,Sometimes,Sometimes
2613,37,68,4,Yes,45,45,9999999999,Sometimes,Sometimes
2614,40,38,,Yes,28,20,9999999999,All the time,Sometimes
2615,64,41,7,Yes,15,13,50000,Sometimes,Sometimes
2616,54,75,,Yes,53,30,9999999999,Sometimes,Sometimes
2617,44,44,7,Yes,35,27,9999999999,Sometimes,All the time
2618,35,56,20,Yes,70,68,9999999999,Sometimes,Sometimes
2619,61,37,7,Yes,20,12,9999999999,All the time,Sometimes
2620,63,45,5,Yes,30,25,2000000,Sometimes,Sometimes
2621,35,70,,Yes,40,30,9999999999,Not at all,All the time
2622,60,25,7,Yes,15,10,600000,Sometimes,Sometimes
2623,50,28,7,Yes,9,7,600000,All the time,All the time
2624,43,42,6,Yes,30,15,9999999999,Sometimes,Sometimes
2625,50,36,7,Yes,20,10,9999999999,Sometimes,Sometimes
2626,59,40,7,Yes,30,25,9999999999,Sometimes,Sometimes
2627,38,80,4,Yes,65,60,9999999999,Sometimes,Sometimes
2628,52,37,7,Yes,25,20,9999999999,Sometimes,Sometimes
2629,55,49,7,Yes,20,3,700000,Not at all,All the time
2630,65,56,7,Yes,3,3,2000000,Not at all,Sometimes
2631,51,35,1,Yes,24,15,9999999999,Sometimes,Sometimes
2632,25,80,,Yes,70,68,9999999999,Sometimes,Sometimes
2633,56,38,7,Yes,20,20,9999999999,All the time,All the time
2634,63,41,7,Yes,33,30,9999999999,All the time,Sometimes
2635,55,50,7,Yes,40,32,9999999999,All the time,Sometimes
2636,63,37,7,Yes,34,21,6000000,All the time,All the time
2637,52,30,7,Yes,24,19,1000000,Sometimes,All the time
2638,73,53,7,Yes,50,30,2400000,Sometimes,Sometimes
2639,54,51,11,Yes,40,35,9999999999,Sometimes,Sometimes
2640,58,42,7,Yes,10,7,9999999999,Not at all,All the time
2641,50,65,4,Yes,50,45,9999999999,Sometimes,All the time
2642,68,45,7,Yes,20,13,700000,Sometimes,All the time
2643,42,64,3,Yes,54,50,9999999999,Sometimes,Sometimes
2644,52,56,,Yes,22,20,800000,Not at all,Sometimes
2645,48,65,7,Yes,30,24,9999999999,Sometimes,Sometimes
2646,45,72,,Yes,46,30,9999999999,All the time,Sometimes
2647,54,30,7,Yes,18,10,9999999999,Sometimes,All the time
2648,62,42,7,Yes,30,18,105000000,Not at all,All the time
2649,59,68,,Yes,56,40,8000000,Sometimes,Sometimes
2650,56,42,3,Yes,30,28,9999999999,Sometimes,Sometimes
2651,42,57,7,Yes,43,40,9999999999,Sometimes,Sometimes
2652,43,70,8,Yes,58,50,9999999999,Not at all,Sometimes
2653,43,78,,Yes,40,40,9999999999,Sometimes,Sometimes
2654,43,75,7,Yes,57,55,9999999999,Sometimes,Not at all
2655,48,30,7,Yes,11,6,9999999999,Sometimes,Sometimes
2656,54,37,7,Yes,12,6,9999999999,Sometimes,All the time
2657,54,55,7,Yes,45,37,200000,Sometimes,Sometimes
2658,46,35,7,Yes,20,15,300000,All the time,Sometimes
2659,51,52,7,Yes,40,36,9999999999,Sometimes,Sometimes
2660,48,51,7,Yes,40,32,9999999999,Sometimes,Sometimes
2661,57,55,7,Yes,40,35,9999999999,Sometimes,Sometimes
2662,52,56,7,Yes,40,30,9999999999,Sometimes,Sometimes
2663,51,46,3,Yes,30,24,9999999999,Sometimes,All the time
2664,54,43,7,Yes,16,14,1000000,All the time,Sometimes
2665,78,73,8,Yes,18,18,600000,Sometimes,All the time
2666,53,65,8,Yes,10,10,900000,All the time,All the time
2667,28,77,,Yes,70,70,9999999999,Not at all,Sometimes
2668,56,41,7,Yes,30,28,9999999999,Sometimes,Sometimes
2669,44,57,,Yes,45,37,9999999999,Sometimes,Sometimes
2670,46,35,7,Yes,25,17,9999999999,Sometimes,Sometimes
2671,59,40,6,Yes,37,27,200000,Sometimes,All the time
2672,52,30,7,Yes,27,15,300000,All the time,All the time
2673,51,40,,Yes,30,21,9999999999,Sometimes,Sometimes
2674,32,71,,Yes,62,40,9999999999,All the time,Sometimes
2675,51,45,7,Yes,32,18,9999999999,Sometimes,All the time
2676,35,64,1,Yes,50,33,9999999999,All the time,Sometimes
2677,36,55,7,Yes,44,27,9999999999,Sometimes,Sometimes
2678,52,39,7,Yes,19,14,9999999999,All the time,All the time
2679,52,32,7,Yes,17,12,9999999999,All the time,All the time
2680,53,37,7,Yes,25,25,9999999999,Sometimes,Sometimes
2681,44,26,7,Yes,15,3,9999999999,Sometimes,Sometimes
2682,51,59,15,Yes,30,20,9999999999,Sometimes,Sometimes
2683,49,47,7,Yes,35,20,9999999999,Sometimes,Sometimes
2684,44,36,7,Yes,10,10,9999999999,Sometimes,Not at all
2685,46,64,7,Yes,44,36,9999999999,Sometimes,Sometimes
2686,74,42,7,Yes,8,8,200000,Sometimes,Sometimes
2687,66,37,,Yes,15,8,1500000,Sometimes,Sometimes
2688,31,50,,Yes,60,30,9999999999,All the time,All the time
2689,63,46,7,Yes,27,25,9999999999,All the time,All the time
2690,43,72,,Yes,48,35,9999999999,All the time,Sometimes
2691,44,68,8,Yes,55,50,300000,Not at all,Sometimes
2692,44,69,7,Yes,20,14,900000,All the time,Sometimes
2693,59,69,4,Yes,50,42,9999999999,Sometimes,Sometimes
2694,37,69,,Yes,59,45,9999999999,Sometimes,Sometimes
2695,47,56,7,Yes,42,42,9999999999,Sometimes,Sometimes
2696,52,45,7,Yes,40,30,9999999999,Sometimes,Sometimes
2697,39,57,7,Yes,46,35,9999999999,Sometimes,Sometimes
2698,56,40,7,Yes,38,20,9999999999,Sometimes,All the time
2699,44,55,,Yes,43,30,9999999999,Sometimes,All the time
2700,43,70,7,Yes,60,40,9999999999,All the time,Not at all
2701,45,68,4,Yes,31,20,60000,Sometimes,All the time
2702,59,43,3,Yes,29,25,9999999999,Sometimes,Sometimes
2703,64,53,,Yes,32,27,700000,All the time,Sometimes
2704,55,56,7,Yes,38,31,200000,Sometimes,Sometimes
2705,44,48,7,Yes,41,34,9999999999,Sometimes,All the time
2706,50,50,,Yes,38,20,9999999999,Sometimes,Sometimes
2707,53,65,10,Yes,40,25,9999999999,Sometimes,Sometimes
2708,55,42,8,Yes,15,7,1000000,All the time,All the time
2709,66,43,7,Yes,20,15,800000,Sometimes,Sometimes
2710,42,70,4,Yes,50,45,9999999999,Sometimes,All the time
2711,59,70,4,Yes,44,39,1200000,Sometimes,All the time
2712,52,38,,Yes,23,18,9999999999,Sometimes,All the time
2713,62,37,7,Yes,20,15,2000000,Sometimes,All the time
2714,51,50,7,Yes,30,25,9999999999,Sometimes,All the time
2715,37,73,,Yes,55,50,9999999999,Sometimes,All the time
2716,57,36,7,Yes,26,20,9999999999,Sometimes,Sometimes
2717,58,49,7,Yes,25,17,3000000,Not at all,All the time
2718,47,65,7,Yes,30,10,600000,Sometimes,Sometimes
2719,58,45,7,Yes,20,12,9999999999,Sometimes,All the time
2720,51,25,,Yes,10,2,9999999999,Sometimes,All the time
2721,53,47,7,Yes,27,20,1000000,All the time,Sometimes
2722,48,30,,Yes,18,5,1000000,All the time,All the time
2723,51,52,4,Yes,30,24,9999999999,Sometimes,All the time
2724,63,40,,Yes,25,20,9999999999,Not at all,Sometimes
2725,55,60,,Yes,45,30,9999999999,Sometimes,All the time
2726,52,66,4,Yes,44,44,200000,Sometimes,Sometimes
2727,61,60,6,Yes,50,48,9999999999,Not at all,Sometimes
2728,61,51,12,Yes,24,24,6000000,Sometimes,Sometimes
2729,55,61,15,Yes,27,27,500000,All the time,Not at all
2730,62,42,7,Yes,25,9,1500000,All the time,Sometimes
2731,54,35,,Yes,10,5,3000000,All the time,All the time
2732,46,40,7,Yes,25,20,9999999999,Sometimes,All the time
2733,66,67,,Yes,35,25,1200000,All the time,Sometimes
2734,58,28,7,Yes,20,8,1000000,Sometimes,Sometimes
2735,49,50,7,Yes,35,20,9999999999,Sometimes,Sometimes
2736,78,42,7,Yes,30,20,1200000,All the time,Sometimes
2737,62,65,4,Yes,50,45,9999999999,Sometimes,All the time
2738,62,45,14,Yes,35,28,3500000,Sometimes,Sometimes
2739,51,35,7,Yes,20,8,500000,Sometimes,Sometimes
2740,46,58,,Yes,40,35,9999999999,Sometimes,Sometimes
2741,64,40,7,Yes,20,15,2000000,Sometimes,Sometimes
2742,44,60,,Yes,40,25,9999999999,Sometimes,All the time
2743,45,70,,Yes,60,50,1000000,Not at all,Not at all
2744,55,51,11,Yes,22,22,9999999999,All the time,Not at all
2745,57,29,7,Yes,16,3,300000,Sometimes,All the time
2746,38,56,,Yes,30,20,100000,Not at all,Sometimes
2747,51,28,6,Yes,17,4,200000,Sometimes,All the time
2748,65,48,7,Yes,20,15,150000,Sometimes,All the time
2749,49,30,7,Yes,15,10,9999999999,Sometimes,Sometimes
2750,51,49,7,Yes,30,21,800000,All the time,All the time
2751,51,60,7,Yes,52,39,300000,Sometimes,All the time
2752,59,58,4,Yes,40,28,9999999999,Sometimes,Sometimes
2753,57,55,7,Yes,40,38,9999999999,Sometimes,All the time
2754,41,25,7,Yes,10,4,9999999999,Not at all,All the time
2755,52,27,11,Yes,17,3,600000,All the time,All the time
2756,50,58,7,Yes,41,20,9999999999,Sometimes,Not at all
2757,43,64,8,Yes,51,41,9999999999,Sometimes,All the time
2758,63,71,7,Yes,51,44,9999999999,Sometimes,All the time
2759,74,47,7,Yes,21,15,200000,Sometimes,Sometimes
2760,50,59,7,Yes,33,27,9999999999,All the time,Sometimes
2761,46,63,8,Yes,49,43,9999999999,Sometimes,Sometimes
2762,62,40,,Yes,15,10,1000000,Sometimes,All the time
2763,62,55,,Yes,27,19,9999999999,Sometimes,Sometimes
2764,50,42,4,Yes,28,21,9999999999,Sometimes,Sometimes
2765,50,43,,Yes,30,25,9999999999,All the time,All the time
2766,28,75,,Yes,60,50,9999999999,Sometimes,Sometimes
2767,66,45,15,Yes,25,15,9999999999,All the time,All the time
2768,62,59,,Yes,30,30,9999999999,Sometimes,Sometimes
2769,55,40,,Yes,25,19,9999999999,Sometimes,Not at all
2770,45,37,7,Yes,23,7,9999999999,All the time,All the time
2771,45,48,,Yes,20,20,9999999999,All the time,Sometimes
2772,52,60,,Yes,43,40,9999999999,All the time,All the time
2773,58,30,7,Yes,25,5,2000000,Sometimes,Sometimes
2774,54,39,,Yes,23,15,9999999999,All the time,All the time
2775,50,53,,Yes,40,31,9999999999,Sometimes,Sometimes
2776,47,41,7,Yes,25,16,9999999999,Sometimes,Sometimes
2777,61,55,7,Yes,30,20,9999999999,Sometimes,Sometimes
2778,67,35,7,Yes,19,14,9999999999,Sometimes,Sometimes
2779,51,64,,Yes,30,24,9999999999,All the time,All the time
2780,48,68,,Yes,40,35,9999999999,Sometimes,Sometimes
2781,61,37,7,Yes,20,16,1000000,All the time,All the time
2782,51,37,7,Yes,16,7,9999999999,All the time,All the time
2783,53,40,7,Yes,15,15,9999999999,Sometimes,Sometimes
2784,58,40,7,Yes,20,17,600000,All the time,Sometimes
2785,45,28,7,Yes,10,7,9999999999,Sometimes,Sometimes
2786,43,31,7,Yes,20,10,9999999999,All the time,Sometimes
2787,54,35,7,Yes,30,4,100000,Sometimes,All the time
2788,58,50,,Yes,25,25,9999999999,Not at all,Sometimes
2789,65,55,,Yes,35,25,900000,Sometimes,Not at all
2790,61,29,6,Yes,10,10,9999999999,All the time,Sometimes
2791,53,38,6,Yes,20,20,9999999999,Sometimes,All the time
2792,50,50,7,Yes,28,22,9999999999,Sometimes,Sometimes
2793,40,30,,Yes,24,6,9999999999,All the time,Sometimes
2794,43,38,7,Yes,22,16,9999999999,Sometimes,Sometimes
2795,41,35,7,Yes,20,15,9999999999,All the time,Sometimes
2796,65,53,7,Yes,37,25,9999999999,Not at all,All the time
2797,56,65,7,Yes,40,33,9999999999,All the time,Sometimes
2798,45,39,7,Yes,10,7,9999999999,All the time,Sometimes
2799,57,49,7,Yes,33,16,9999999999,Sometimes,All the time
2800,42,61,7,Yes,45,30,9999999999,Sometimes,All the time
2801,47,53,8,Yes,43,30,300000,Sometimes,All the time
2802,50,31,7,Yes,15,5,500000,Sometimes,All the time
2803,46,42,11,Yes,25,20,80000,Sometimes,All the time
2804,42,64,4,Yes,50,40,9999999999,Sometimes,All the time
2805,50,34,7,Yes,20,15,500000,Sometimes,All the time
2806,55,47,7,Yes,30,20,9999999999,All the time,Sometimes
2807,64,50,10,Yes,31,20,800000,Sometimes,All the time
2808,63,42,7,Yes,30,10,800000,Sometimes,All the time
2809,54,24,7,Yes,8,5,100000,Sometimes,All the time
2810,37,58,4,Yes,40,35,80000,Sometimes,Sometimes
2811,41,48,7,Yes,38,30,9999999999,Sometimes,All the time
2812,44,30,7,Yes,15,10,9999999999,All the time,All the time
2813,61,63,7,Yes,45,30,9999999999,Sometimes,All the time
2814,58,63,7,Yes,48,37,9999999999,Sometimes,Sometimes
2815,68,50,7,Yes,33,27,9999999999,Sometimes,Sometimes
2816,66,48,7,Yes,40,32,500000,Not at all,Not at all
2817,66,56,1,Yes,39,30,1500000,All the time,Sometimes
2818,50,49,7,Yes,30,19,200000,All the time,Sometimes
2819,51,65,8,Yes,50,30,9999999999,All the time,All the time
2820,51,63,,Yes,50,38,9999999999,All the time,All the time
2821,76,53,8,Yes,25,15,800000,Sometimes,Sometimes
2822,56,56,4,Yes,40,35,9999999999,Sometimes,Sometimes
2823,57,46,7,Yes,30,4,9999999999,Sometimes,Sometimes
2824,53,45,,Yes,40,20,9999999999,Sometimes,Sometimes
2825,54,25,,Yes,3,3,1800000,Sometimes,Sometimes
2826,55,47,,Yes,30,19,9999999999,All the time,All the time
2827,54,40,7,Yes,19,15,9999999999,Sometimes,Not at all
2828,57,34,8,Yes,22,7,6000000,Sometimes,Sometimes
2829,57,45,7,Yes,28,18,40000000,Sometimes,Sometimes
2830,50,65,7,Yes,24,20,80000,Sometimes,Sometimes
2831,63,43,8,Yes,35,32,9999999999,Sometimes,Not at all
2832,60,60,7,Yes,50,38,9999999999,Sometimes,Sometimes
2833,56,53,,Yes,40,22,2000000,Sometimes,All the time
2834,62,42,8,Yes,30,20,9999999999,Sometimes,All the time
2835,58,36,8,Yes,12,12,9999999999,Sometimes,All the time
2836,68,50,8,Yes,38,27,9999999999,Sometimes,All the time
2837,59,63,4,Yes,50,39,3000000,Sometimes,Sometimes
2838,54,35,7,Yes,20,12,4000000,Not at all,Sometimes
2839,86,60,11,Yes,34,26,3000000,Sometimes,Sometimes
2840,72,38,11,Yes,20,13,1000000,All the time,Sometimes
2841,66,58,10,Yes,30,20,9999999999,Sometimes,Sometimes
2842,53,35,7,Yes,21,21,9999999999,Sometimes,Sometimes
2843,52,69,8,Yes,65,50,9999999999,Sometimes,Sometimes
2844,51,42,7,Yes,27,12,9999999999,Sometimes,Sometimes
2845,55,55,7,Yes,28,28,9999999999,Sometimes,Sometimes
2846,42,31,7,Yes,19,6,9999999999,Sometimes,Sometimes
2847,53,34,,Yes,13,13,500000,All the time,Sometimes
2848,83,56,7,Yes,42,25,9999999999,Sometimes,Sometimes
2849,57,22,7,Yes,16,3,9999999999,Sometimes,All the time
2850,49,28,7,Yes,15,12,9999999999,All the time,Sometimes
2851,86,44,13,Yes,34,24,9999999999,All the time,Sometimes
2852,53,75,8,Yes,60,58,9999999999,All the time,Sometimes
2853,57,22,8,Yes,10,3,600000,Sometimes,Sometimes
2854,55,45,8,Yes,35,30,60000,Sometimes,All the time
2855,61,60,8,Yes,50,40,9999999999,Sometimes,Sometimes
2856,49,32,7,Yes,20,16,9999999999,Sometimes,Sometimes
2857,44,60,,Yes,50,20,120000,Sometimes,Not at all
2858,49,30,7,Yes,8,5,9999999999,Sometimes,Sometimes
2859,63,45,7,Yes,33,20,9999999999,Sometimes,Sometimes
2860,67,55,4,Yes,43,32,4000000,Sometimes,All the time
2861,59,58,7,Yes,49,27,8000000,Sometimes,All the time
2862,52,65,12,Yes,44,36,500000,All the time,Sometimes
2863,41,41,2,Yes,30,20,200000,Not at all,Not at all
2864,49,65,4,Yes,50,43,150000,Sometimes,Not at all
2865,68,55,,Yes,49,22,1000000,Sometimes,Sometimes
2866,60,28,7,Yes,20,10,9999999999,All the time,Sometimes
2867,57,29,7,Yes,15,10,1000000,Not at all,Not at all
2868,59,35,7,Yes,21,12,9999999999,Sometimes,All the time
2869,51,40,7,Yes,30,26,600000,All the time,Sometimes
2870,43,60,4,Yes,50,45,9999999999,Sometimes,Sometimes
2871,54,77,4,Yes,60,58,9999999999,All the time,All the time
2872,51,65,4,Yes,25,25,500000,Sometimes,Sometimes
2873,70,34,7,Yes,20,15,1800000,Sometimes,All the time
2874,50,32,7,Yes,28,17,9999999999,All the time,Sometimes
2875,43,53,7,Yes,38,20,5000000,All the time,All the time
2876,68,77,,Yes,58,42,9999999999,All the time,All the time
2877,69,52,7,Yes,31,22,300000,Sometimes,Sometimes
2878,66,61,4,Yes,37,29,5000000,All the time,All the time
2879,59,30,7,Yes,20,15,9999999999,Sometimes,Not at all
2880,50,36,7,Yes,21,18,720000,Sometimes,Sometimes
2881,51,40,7,Yes,34,30,360000,Sometimes,Not at all
2882,79,42,8,Yes,32,25,9999999999,Not at all,Sometimes
2883,42,61,4,Yes,54,40,18000000,Sometimes,Not at all
2884,63,39,7,Yes,28,17,1000000,Sometimes,Sometimes
2885,57,42,7,Yes,21,19,500000,All the time,Sometimes
2886,46,30,7,Yes,15,10,9999999999,All the time,Sometimes
2887,57,35,7,Yes,30,10,500000,Sometimes,All the time
2888,50,40,7,Yes,25,25,9999999999,Sometimes,Sometimes
2889,47,51,4,Yes,38,30,50000,All the time,Sometimes
2890,59,42,7,Yes,41,30,9999999999,Sometimes,All the time
2891,58,39,7,Yes,15,10,500000,All the time,Sometimes
2892,47,35,7,Yes,15,8,9999999999,Sometimes,Sometimes
2893,53,53,7,Yes,17,10,9999999999,Sometimes,All the time
2894,71,42,10,Yes,20,17,1000000,All the time,All the time
2895,61,61,4,Yes,51,40,1000000,Sometimes,All the time
2896,52,67,4,Yes,28,12,100000,Sometimes,Sometimes
2897,47,30,,Yes,15,8,9999999999,Sometimes,Not at all
2898,58,36,13,Yes,4,4,1000000,All the time,Sometimes
2899,75,32,,Yes,21,10,500000,All the time,Sometimes
2900,66,34,,Yes,15,15,9999999999,Sometimes,All the time
2901,64,49,,Yes,40,20,9999999999,All the time,Not at all
2902,59,40,8,Yes,22,10,9999999999,Sometimes,All the time
2903,64,42,8,Yes,28,25,9999999999,All the time,Sometimes
2904,53,38,8,Yes,25,10,9999999999,All the time,Sometimes
2905,58,40,8,Yes,28,20,9999999999,All the time,All the time
2906,51,55,8,Yes,15,7,9999999999,All the time,All the time
2907,50,28,7,Yes,10,5,2300000,Sometimes,Sometimes
