sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,calls,fulltime,parttime,managers,post
448,1,0,0,0,0,0,0,1,0,1,8,27,3,1
449,1,0,0,0,0,0,0,1,0,.,15,15,5,1
450,1,0,0,0,0,0,0,1,0,2,27.5,8,3,1
454,2,1,0,0,0,0,0,1,0,.,0,18,5,1
459,3,1,0,0,0,0,0,1,0,1,0,20,5,1
466,4,0,0,0,0,0,0,1,0,5,14,12,3,1
471,1,0,0,0,0,0,0,1,0,.,12,23,3,1
472,1,0,0,0,0,0,0,1,0,.,8,25,3,1
473,1,0,0,0,0,0,0,1,0,1,26,15,2,1
475,1,0,0,0,0,0,0,1,0,.,10,16,3,1
476,1,0,0,0,0,0,1,0,0,1,5,30,3,1
477,1,0,0,0,0,0,0,1,0,.,6,20,4,1
478,1,0,0,0,0,0,1,0,0,1,8,30,4,1
485,2,1,0,0,0,0,0,1,0,.,4,12,3,1
491,3,0,0,0,0,0,0,1,0,3,0,0,0,1
492,3,1,0,0,0,0,0,1,0,.,4,15,2,1
497,4,1,0,0,0,0,0,1,0,.,.,.,5,1
498,4,1,0,0,0,0,0,1,0,2,21,5.5,3,1
501,1,0,0,0,0,0,0,1,0,2,30,15,6,1
503,1,0,0,0,0,0,0,1,0,.,35,6.5,3,1
510,3,1,0,0,0,0,0,1,0,2,2.5,17.5,3,1
511,3,1,0,0,0,0,0,1,0,.,3,13,3,1
514,3,0,0,0,0,0,0,1,0,1,23,16,3,1
516,3,1,0,0,0,0,0,1,0,.,2,12,2,1
521,1,0,0,0,0,0,1,0,0,.,0,12,8,1
522,1,0,0,0,0,0,1,0,0,.,3,23,3,1
113,1,0,1,0,1,0,0,0,0,.,2,40,5,1
123,1,0,1,0,1,0,0,0,0,.,5,25,4,1
135,3,0,1,0,1,0,0,0,0,.,8,24,3,1
138,3,1,1,0,0,1,0,0,0,.,2,33,3,1
153,1,0,1,0,0,1,0,0,0,.,26.5,10,3,1
181,2,0,1,0,0,1,0,0,0,.,1,15,2,1
191,4,0,1,0,0,1,0,0,0,1,0,25,4,1
231,1,0,1,0,0,1,0,0,0,.,16,6,4,1
236,1,0,1,0,0,1,0,0,0,2,23,22,4,1
254,4,0,1,1,0,0,0,0,1,1,28,10,3,1
255,4,0,1,1,0,0,0,0,0,.,8,12,2,1
294,1,0,1,0,0,1,0,0,0,.,0,35,3,1
306,3,1,1,0,0,1,0,0,0,1,6,20,3,1
311,4,0,1,0,0,1,0,0,0,.,35,30,3,1
315,1,0,1,1,0,0,0,0,0,.,4.5,20,2,1
335,1,1,1,1,0,0,0,0,0,3,7,13,3,1
372,1,1,1,0,0,1,0,0,0,1,30,20,5,1
6,3,1,1,0,1,0,0,0,0,1,5,2,2,1
14,2,0,1,0,1,0,0,0,0,.,4,17,3,1
26,1,0,1,0,0,1,0,0,0,2,10,20,4,1
27,2,1,1,0,1,0,0,0,0,.,0,7,4,1
30,2,0,1,0,0,1,0,0,0,.,4,3,2,1
31,2,0,1,0,1,0,0,0,0,3,6,15,5,1
33,3,0,1,0,0,1,0,0,0,.,6,11,5,1
36,4,0,1,0,1,0,0,0,0,.,10,35,6,1
77,3,0,1,0,0,1,0,0,0,4,4,60,3,1
78,3,1,1,0,0,1,0,0,0,.,10,12,2,1
81,4,0,1,0,0,1,0,0,0,3,0,45,4,1
82,4,0,1,0,0,1,0,0,0,.,25,8,4,1
83,4,0,1,0,0,1,0,0,0,2,.,.,4,1
85,1,0,1,0,1,0,0,0,1,.,0,35,3,1
89,1,1,1,0,1,0,0,0,0,.,6,25,6,1
94,2,0,1,0,1,0,0,0,0,.,2,20,4,1
103,4,0,1,0,0,1,0,0,0,2,.,.,2,1
112,4,0,1,0,0,1,0,0,0,9,5,25,6,1
128,2,1,1,0,1,0,0,0,0,1,3,16,2,1
129,3,0,1,0,1,0,0,0,0,.,7,18,4,1
131,3,0,1,0,1,0,0,0,0,2,8,22,3,1
139,4,0,1,0,1,0,0,0,0,.,11,25,5,1
143,4,0,1,0,1,0,0,0,0,2,.,.,.,1
144,4,0,1,0,1,0,0,0,0,1,4,37,3,1
145,1,0,1,0,0,1,0,0,0,.,10,8,4,1
147,1,0,1,0,0,1,0,0,0,1,6,0,3,1
148,1,0,1,0,0,1,0,0,0,.,7.5,30,4,1
151,1,0,1,0,0,1,0,0,0,2,0,0,0,1
152,1,0,1,0,0,1,0,0,0,.,12,13.5,5,1
157,2,0,1,0,0,1,0,0,0,2,12,8,2,1
161,3,1,1,0,0,1,0,0,0,4,26,12,4,1
163,3,1,1,0,0,1,0,0,0,.,1.5,33,3,1
164,3,1,1,0,0,1,0,0,0,.,5,15,3,1
165,4,0,1,0,0,1,0,0,0,1,10,17,4,1
169,1,1,1,0,0,1,0,0,0,.,20,6,4,1
170,1,1,1,0,0,1,0,0,0,.,20,20,4,1
187,3,0,1,0,0,1,0,0,1,.,5,17.5,3,1
190,3,1,1,0,0,1,0,0,0,.,7,30,4,1
196,4,1,1,0,0,1,0,0,0,.,0,30,3,1
197,1,0,1,0,0,1,0,0,0,1,5,21,5,1
234,1,0,1,0,0,1,0,0,0,2,10,4,3,1
240,3,1,1,0,0,1,0,0,0,1,15,15,3,1
241,3,0,1,0,0,1,0,0,0,1,15,.,4,1
242,3,1,1,0,0,1,0,0,0,.,12,10,3,1
245,3,0,1,0,0,1,0,0,0,3,8,12,4,1
259,1,0,1,1,0,0,0,0,0,.,15,15,4,1
268,1,1,1,1,0,0,0,0,0,.,0,42.5,2,1
271,2,1,1,1,0,0,0,0,0,1,0,15,3,1
272,2,1,1,1,0,0,0,0,0,1,2,14,3,1
274,2,1,1,1,0,0,0,0,0,.,3,7,3,1
276,2,1,1,1,0,0,0,0,0,.,5,15,3,1
296,1,1,1,0,0,1,0,0,0,3,4,9,6,1
299,2,1,1,0,0,1,0,0,0,1,6,12,2,1
301,2,1,1,0,0,1,0,0,0,1,2,7,1,1
320,2,0,1,1,0,0,0,0,1,.,4,6,3,1
321,2,0,1,1,0,0,0,0,1,2,4,11,2,1
324,3,0,1,1,0,0,0,0,0,4,22,39,5,1
326,3,1,1,1,0,0,0,0,1,1,0,45,4,1
330,4,0,1,1,0,0,0,0,1,.,3,20,3,1
334,1,0,1,1,0,0,0,0,0,.,0,20,3,1
349,3,1,1,1,0,0,0,0,0,.,0,20,4,1
354,4,0,1,1,0,0,0,0,0,.,9,7,3,1
356,4,0,1,1,0,0,0,0,0,.,0,28,4,1
357,4,0,1,0,0,1,0,0,0,.,21,6,3,1
371,1,0,1,0,0,1,0,0,0,.,11,22,5,1
373,1,1,1,0,0,1,0,0,0,.,18,15,4,1
375,1,0,1,0,0,1,0,0,0,1,0,25,4,1
378,1,1,1,0,0,1,0,0,0,.,20,15,4,1
381,1,0,1,0,0,1,0,0,0,.,15,15,5,1
403,3,1,1,0,0,1,0,0,0,3,11,23,3,1
406,4,1,1,0,0,1,0,0,0,.,17,22,4,1
407,4,1,1,0,0,1,0,0,0,.,8,7,3,1
409,1,0,1,0,0,1,0,0,0,2,0,15,3,1
1,1,0,1,0,1,0,0,0,0,.,20,40,4,1
2,1,0,1,0,1,0,0,0,0,.,7.5,10,3,1
3,2,0,1,0,1,0,0,0,0,2,4,7,3,1
4,3,0,1,0,1,0,0,0,0,.,5,30,4,1
5,3,0,1,0,1,0,0,0,0,2,10,30,4,1
8,4,0,1,0,1,0,0,0,0,.,15,25,3,1
9,1,0,1,0,1,0,0,0,0,.,0,32,4,1
10,1,0,1,0,1,0,0,0,0,.,15,15,4,1
11,1,0,1,0,1,0,0,0,0,1,12,24,3,1
12,1,0,1,0,1,0,0,0,0,3,15,15,4,1
13,2,0,1,0,1,0,0,0,0,1,2,11,3,1
15,3,0,1,0,1,0,0,0,0,5,5,20,3,1
16,3,0,1,0,1,0,0,0,0,.,7,17,3,1
17,3,0,1,0,1,0,0,0,0,1,4,35,4,1
18,3,0,1,0,1,0,0,0,0,.,8,38,5,1
19,1,0,1,1,0,0,0,0,0,.,6,44,5,1
21,2,0,1,1,0,0,0,0,0,1,0,11,2,1
22,3,0,1,1,0,0,0,0,0,.,3,15,2,1
23,1,0,1,0,0,1,0,0,0,1,14,14,3,1
24,1,0,1,0,1,0,0,0,0,3,15,20,4,1
28,2,0,1,0,0,1,0,0,0,3,6,2,3,1
29,2,0,1,0,0,1,0,0,0,.,0,13,3,1
32,3,0,1,0,0,1,0,0,0,1,2,25,3,1
34,3,1,1,0,0,1,0,0,0,.,11,7,3,1
35,4,0,1,0,0,1,0,0,0,6,13,18,3,1
38,1,0,1,0,1,0,0,0,0,.,10,20,6,1
63,1,1,1,0,0,1,0,0,0,1,15,10,4,1
64,1,0,1,0,0,1,0,0,0,.,13,13,3,1
65,1,0,1,0,0,1,0,0,0,3,.,.,3,1
66,1,0,1,0,0,1,0,0,0,.,26,10,4,1
67,1,0,1,0,0,1,0,0,0,.,4,17.5,5,1
68,1,0,1,0,0,1,0,0,0,.,13,17,3,1
69,1,0,1,0,0,1,0,0,0,.,0,27,3,1
70,1,0,1,0,0,1,0,0,0,.,10,30,5,1
71,1,0,1,0,0,1,0,0,0,.,29,14,3,1
73,2,0,1,0,0,1,0,0,0,2,14,0,3,1
75,2,0,1,0,0,1,0,0,0,.,4,11,3,1
76,3,1,1,0,0,1,0,0,0,.,25,15,6,1
79,3,1,1,0,0,1,0,0,0,.,8,18,3,1
80,4,0,1,0,0,1,0,0,0,2,11,14,3,1
84,1,0,1,0,1,0,0,0,0,.,12,30,5,1
86,1,0,1,0,1,0,0,0,0,.,9,12,4,1
87,1,0,1,0,1,0,0,0,1,.,0,30,5,1
88,1,0,1,1,0,0,0,0,0,2,4,37,4,1
91,1,1,1,0,1,0,0,0,1,1,0,30,4,1
92,1,1,1,0,1,0,0,0,1,.,14,6,3,1
93,1,1,1,0,0,1,0,0,0,.,5,25,5,1
95,2,0,1,0,1,0,0,0,0,.,0,14,3,1
96,2,0,1,0,0,1,0,0,0,3,0,15,5,1
97,2,0,1,0,1,0,0,0,0,.,2.5,11,3,1
98,2,0,1,0,1,0,0,0,1,.,3,13,3,1
99,3,1,1,0,1,0,0,0,1,6,30,50,4,1
101,3,0,1,0,1,0,0,0,1,.,10,12,3,1
102,3,0,1,1,0,0,0,0,0,.,0,27,2,1
104,4,0,1,0,1,0,0,0,1,1,11,10,3,1
105,1,0,1,0,0,1,0,0,0,.,0,45,4,1
106,1,0,1,0,0,1,0,0,0,.,2,25,3,1
107,1,1,1,0,0,1,0,0,0,9,13.5,10,2,1
108,1,0,1,0,0,1,0,0,0,.,11,24,5,1
111,3,0,1,0,0,1,0,0,0,1,20,14.5,3,1
114,1,0,1,0,1,0,0,0,0,1,20,40,4,1
115,1,0,1,0,1,0,0,0,0,.,6,15,4,1
116,1,0,1,0,1,0,0,0,0,.,22,12,3,1
118,1,0,1,0,0,1,0,0,0,.,18,20,3,1
119,1,0,1,0,0,1,0,0,0,1,18,13,4,1
120,1,1,1,0,1,0,0,0,0,3,0,30,4,1
122,1,0,1,0,0,1,0,0,0,.,10,50,6,1
124,1,0,1,0,1,0,0,0,0,.,21,6,4,1
125,2,0,1,0,1,0,0,0,0,.,0,15,2,1
130,3,1,1,0,1,0,0,0,0,6,2,38,4,1
132,3,1,1,0,1,0,0,0,0,.,15,20,3,1
133,3,1,1,0,1,0,0,0,0,.,3,20,3,1
134,3,0,1,0,1,0,0,0,0,.,6,27.5,3,1
136,3,1,1,0,1,0,0,0,0,3,.,.,.,1
137,3,1,1,0,0,1,0,0,0,1,12,30,5,1
140,4,0,1,0,1,0,0,0,0,.,5,35,5,1
141,4,0,1,0,1,0,0,0,0,2,10,25,3,1
142,4,0,1,0,0,1,0,0,0,.,40,31,5,1
146,1,0,1,0,0,1,0,0,0,.,0,32,4.5,1
149,1,0,1,0,0,1,0,0,0,.,8,10,3,1
150,1,0,1,0,0,1,0,0,0,8,12,20,3,1
156,1,0,1,0,0,1,0,0,0,.,2,18,2,1
158,2,0,1,0,0,1,0,0,0,.,3,4,4,1
159,2,0,1,0,0,1,0,0,0,.,10,5,4,1
162,3,1,1,0,0,1,0,0,0,.,3,30,3,1
166,4,0,1,0,0,1,0,0,0,1,0,35,4,1
168,1,0,1,0,0,1,0,0,0,.,0,32,4,1
171,1,1,1,0,0,1,0,0,1,.,10,12.5,5,1
172,1,0,1,0,0,1,0,0,0,2,7,23,3,1
173,1,0,1,0,0,1,0,0,0,1,11,30,5,1
174,1,0,1,0,0,1,0,0,1,.,20,20,3,1
176,1,0,1,0,0,1,0,0,0,1,20,27.5,4,1
178,2,1,1,0,0,1,0,0,1,.,1,10,3,1
179,2,0,1,0,0,1,0,0,0,3,2,10,4,1
180,2,0,1,0,0,1,0,0,1,.,0,17.5,4,1
182,2,0,1,1,0,0,0,0,1,.,0,15,3,1
183,2,0,1,0,0,1,0,0,0,4,15,10,2,1
185,2,0,1,0,1,0,0,0,1,.,2,6,3,1
186,3,0,1,0,0,1,0,0,0,3,12,18,4,1
189,3,0,1,0,0,1,0,0,0,.,0,19,3,1
192,4,0,1,0,0,1,0,0,0,.,4.5,30,3,1
193,4,0,1,0,0,1,0,0,1,2,4,9,3,1
195,4,0,1,0,0,1,0,0,1,2,8,25,3,1
198,1,0,1,0,0,1,0,0,0,8,10,32,4,1
199,2,0,1,0,0,1,0,0,0,.,11,3,4,1
200,1,0,1,0,0,1,0,0,0,.,5,40,4,1
201,1,0,1,0,0,1,0,0,0,.,16,22,3,1
202,1,0,1,0,0,1,0,0,0,.,13,11,4,1
203,1,0,1,0,0,1,0,0,0,.,4,34,3,1
204,1,0,1,0,0,1,0,0,0,.,12,13.5,3,1
207,2,1,1,0,0,1,0,0,0,.,8.5,6,2,1
208,3,1,1,0,0,1,0,0,0,2,5,32,3,1
209,3,1,1,0,0,1,0,0,0,.,6,37,4,1
210,4,1,1,0,0,1,0,0,0,.,0,14,3,1
211,1,0,1,1,0,0,0,0,0,.,2,35,4,1
212,1,0,1,1,0,0,0,0,0,.,20,15,3,1
213,1,1,1,1,0,0,0,0,0,2,12,17.5,4,1
214,1,0,1,1,0,0,0,0,0,1,0,35,5,1
215,1,0,1,1,0,0,0,0,0,.,20,10,3,1
216,2,0,1,1,0,0,0,0,0,.,2,18,3,1
217,2,1,1,1,0,0,0,0,0,.,0,12,3,1
218,2,1,1,1,0,0,0,0,0,.,5,3,3,1
219,2,1,1,1,0,0,0,0,0,.,9,9,2,1
220,2,0,1,1,0,0,0,0,0,1,3,12,3,1
221,2,0,1,1,0,0,0,0,0,.,1,15,3,1
222,3,1,1,1,0,0,0,0,0,.,2,15,3,1
223,3,1,1,1,0,0,0,0,0,2,3,20,3,1
225,3,1,1,1,0,0,0,0,0,.,12,25,4,1
226,4,0,1,1,0,0,0,0,0,1,0,26,2,1
228,4,0,1,1,0,0,0,0,0,.,11,19,3,1
229,1,0,1,0,0,1,0,0,0,.,22,11,3,1
230,1,0,1,0,0,1,0,0,0,.,15,17,3,1
232,1,0,1,0,0,1,0,0,0,3,18,10,4,1
233,1,0,1,0,0,1,0,0,0,.,15,7,3,1
235,1,0,1,0,0,1,0,0,0,4,.,28,3,1
237,1,0,1,0,0,1,0,0,0,.,9,17,4,1
238,2,1,1,0,0,1,0,0,0,.,25,15,5,1
239,2,0,1,0,0,1,0,0,0,.,0,19,2,1
243,3,1,1,0,0,1,0,0,0,.,7,22,3,1
244,3,1,1,0,0,1,0,0,0,.,16,12,6,1
247,4,0,1,0,0,1,0,0,0,7,0,40,4,1
248,4,0,1,0,0,1,0,0,0,.,10,14,6,1
249,1,0,1,1,0,0,0,0,1,.,10,12,3,1
250,2,1,1,1,0,0,0,0,1,.,2,4,3,1
253,3,1,1,1,0,0,0,0,0,.,4,8,6,1
257,1,0,1,1,0,0,0,0,1,2,.,.,.,1
258,1,0,1,1,0,0,0,0,0,.,20,18,3,1
260,1,1,1,1,0,0,0,0,0,.,4,26,5,1
262,1,0,1,1,0,0,0,0,0,.,0,22.5,3,1
264,1,0,1,1,0,0,0,0,0,2,0,23,5,1
265,1,0,1,1,0,0,0,0,0,1,0,0,0,1
267,1,0,1,1,0,0,0,0,0,.,30,25,5,1
269,2,1,1,1,0,0,0,0,0,3,10,3,4,1
273,2,1,1,1,0,0,0,0,0,2,2,11,3,1
275,2,1,1,1,0,0,0,0,0,2,1,8,2,1
277,2,1,1,1,0,0,0,0,0,1,1,14,3,1
278,2,1,1,1,0,0,0,0,0,.,0,9,4,1
282,3,1,1,1,0,0,0,0,0,1,0,0,0,1
284,3,1,1,1,0,0,0,0,0,1,6,12,3,1
285,3,1,1,1,0,0,0,0,0,.,3,15,3,1
286,3,1,1,1,0,0,0,0,0,1,2,15,3,1
287,3,1,1,1,0,0,0,0,0,.,2,15,3,1
288,3,1,1,1,0,0,0,0,0,.,5,9,3,1
289,3,1,1,1,0,0,0,0,0,.,3,10,2,1
290,4,0,1,1,0,0,0,0,0,1,0,23,2,1
291,4,0,1,1,0,0,0,0,0,.,5,16,3,1
292,4,0,1,1,0,0,0,0,1,.,15,11,3,1
295,1,0,1,0,0,1,0,0,0,1,.,21,4,1
297,1,1,1,0,0,1,0,0,0,2,15,30,4,1
303,3,1,1,0,0,1,0,0,0,.,12,35,3,1
304,3,0,1,0,0,1,0,0,0,.,10,15,4,1
305,3,1,1,0,0,1,0,0,0,1,5,22,4,1
307,3,1,1,0,0,1,0,0,0,1,25,25,6,1
310,4,0,1,0,0,1,0,0,0,.,3,23,3,1
312,1,0,1,1,0,0,0,0,1,.,3,2,3,1
313,1,0,1,1,0,0,0,0,1,.,0,30,.,1
314,1,0,1,1,0,0,0,0,1,.,15,6,4,1
316,1,1,1,1,0,0,0,0,1,.,12,14,3,1
317,1,0,1,1,0,0,0,0,1,1,4,0,3,1
318,2,0,1,1,0,0,0,0,1,.,7,6,4,1
319,2,0,1,1,0,0,0,0,1,.,22,4,3,1
322,3,1,1,1,0,0,0,0,1,1,12,5,4,1
325,3,1,1,1,0,0,0,0,1,.,1,15,3,1
333,1,0,1,0,1,0,0,0,0,.,3,20,3,1
336,1,0,1,1,0,0,0,0,0,.,10,20,5,1
337,1,1,1,1,0,0,0,0,0,.,25,5,3,1
339,1,1,1,1,0,0,0,0,0,.,5,9,2,1
340,1,0,1,1,0,0,0,0,0,.,15,17,2,1
341,2,1,1,1,0,0,0,0,0,.,3,7,3,1
343,2,1,1,1,0,0,0,0,0,4,4,11,2,1
346,2,1,1,1,0,0,0,0,0,.,3,12,3,1
348,3,1,1,0,1,0,0,0,0,1,0,0,0,1
350,3,1,1,1,0,0,0,0,0,1,5,20,2,1
351,3,1,1,1,0,0,0,0,0,2,10,20,4,1
352,3,1,1,0,0,1,0,0,0,9,.,.,.,1
353,3,1,1,1,0,0,0,0,0,4,.,31,4,1
355,4,0,1,0,1,0,0,0,0,.,3,17,2,1
359,1,1,1,1,0,0,0,0,0,.,0,26,4,1
360,1,0,1,1,0,0,0,0,0,.,5,32,7,1
361,1,0,1,1,0,0,0,0,0,.,4,23,6,1
362,2,0,1,1,0,0,0,0,0,.,24,4,4,1
363,2,0,1,1,0,0,0,0,0,.,14,7,2,1
364,2,0,1,1,0,0,0,0,0,.,1,30,4,1
366,3,0,1,1,0,0,0,0,0,1,1,19,4,1
368,4,0,1,1,0,0,0,0,0,.,0,25,2,1
369,1,1,1,0,0,1,0,0,0,.,0,0,0,1
370,1,0,1,0,0,1,0,0,0,.,26,5,3,1
376,1,0,1,0,0,1,0,0,0,2,0,17,3,1
377,1,0,1,0,0,1,0,0,0,.,11,12,3,1
379,1,0,1,0,0,1,0,0,0,1,28,6,3,1
380,1,0,1,0,0,1,0,0,0,.,15,14,3,1
383,1,0,1,0,0,1,0,0,0,2,7,2,2,1
384,1,0,1,0,0,1,0,0,0,.,0,30,3,1
385,1,0,1,0,0,1,0,0,0,4,15,14,3,1
386,1,0,1,0,0,1,0,0,0,.,14,10,4,1
391,2,0,1,0,0,1,0,0,0,2,12,7,2,1
393,2,1,1,0,0,1,0,0,0,3,18,4,3,1
396,3,1,1,0,0,1,0,0,0,.,8,30,3,1
397,3,1,1,0,0,1,0,0,0,9,6,15,3,1
398,3,1,1,0,0,1,0,0,0,2,25,15,3,1
399,3,1,1,0,0,1,0,0,0,.,18,18,4,1
400,3,1,1,0,0,1,0,0,0,.,8,24,3,1
401,3,0,1,0,0,1,0,0,0,2,5,27,4,1
402,3,1,1,0,0,1,0,0,0,.,17,5,2,1
405,3,1,1,0,0,1,0,0,0,.,1.5,15,3,1
410,1,0,1,0,0,1,0,0,0,.,0,35,3,1
411,1,0,1,0,0,1,0,0,0,.,4,36,3,1
412,2,0,1,0,1,0,0,0,0,.,0,13,2,1
413,1,0,1,0,0,1,0,0,0,.,0,20,3,1
414,1,0,1,0,0,1,0,0,0,.,13,9,4,1
415,1,0,1,0,0,1,0,0,0,.,0,38,4,1
417,1,1,1,0,0,1,0,0,0,.,13,17,4,1
418,1,0,1,0,0,1,0,0,0,.,0,35,4,1
419,2,1,1,0,0,1,0,0,0,4,5,5,2,1
421,2,1,1,0,0,1,0,0,0,3,25,7,8,1
422,2,0,1,0,0,1,0,0,0,2,5,10,6,1
423,2,1,1,0,0,1,0,0,0,1,19,3.5,3,1
424,2,1,1,0,0,1,0,0,0,1,12,3,4,1
426,3,1,1,0,0,1,0,0,0,.,5,25,3,1
427,4,0,1,0,0,1,0,0,0,4,0,35,3,1
428,4,0,1,0,0,1,0,0,0,.,10,24,3,1
